Index,Prediction
4,0
6,0
10,1
28,0
41,1
43,1
48,1
56,1
61,1
63,1
67,1
69,0
75,1
80,0
83,1
93,0
107,1
111,1
113,1
118,1
126,1
134,0
138,1
139,1
166,0
194,1
205,0
224,1
225,1
229,0
233,1
236,1
243,1
249,1
250,1
256,0
261,1
268,1
281,1
303,1
320,1
321,1
334,1
337,1
358,0
360,1
365,1
373,1
374,1
376,1
385,1
389,1
390,0
405,1
435,1
438,1
447,1
449,1
468,1
471,1
474,1
476,1
485,0
505,1
518,1
524,1
526,1
532,1
537,1
540,1
542,1
559,1
578,1
604,1
623,0
625,0
639,1
646,1
654,1
667,1
668,1
672,1
674,1
689,0
690,1
709,1
717,1
724,1
726,1
740,1
759,1
761,1
763,1
771,0
797,1
815,1
824,1
847,1
853,1
869,1
883,1
900,1
902,0
919,1
920,1
925,1
929,1
934,1
947,1
968,0
1020,1
1027,1
1031,1
1032,1
1036,1
1050,1
1064,1
1080,1
1102,1
1119,1
1141,1
1145,1
1146,1
1161,1
1169,1
1170,1
1173,1
1215,0
1225,1
1241,1
1247,1
1251,1
1253,1
1255,1
1257,1
1263,0
1277,1
1281,1
1306,1
1320,1
1330,1
1332,0
1336,1
1343,1
1354,1
1359,1
1372,1
1373,1
1397,1
1429,0
1434,1
1459,1
1461,1
1465,1
1470,1
1474,1
1490,0
1494,0
1527,0
1532,0
1542,0
1550,0
1556,0
1574,1
1575,0
1582,0
1605,0
1606,0
1618,0
1620,0
1630,0
1634,0
1647,0
1655,0
1669,0
1674,0
1700,0
1720,0
1754,0
1756,0
1762,0
1775,0
1825,0
1829,0
1837,0
1839,0
1849,0
1852,0
1853,0
1856,0
1871,0
1876,0
1888,0
1894,0
1902,0
1909,0
1918,0
1936,0
1943,1
1944,0
1945,0
1947,0
1969,0
1976,0
1977,0
1985,0
1990,0
1995,0
1997,0
2001,0
2018,0
2022,0
2027,0
2037,0
2040,0
2049,0
2056,0
2061,0
2073,0
2076,1
2082,1
2095,0
2101,0
2106,0
2123,1
2126,0
2129,0
2134,0
2138,0
2143,0
2146,0
2151,0
2153,0
2159,0
2166,0
2174,0
2181,0
2188,0
2193,0
2194,0
2202,0
2220,0
2221,0
2232,0
2262,0
2276,0
2281,0
2287,0
2297,0
2307,0
2363,0
2366,0
2374,0
2377,0
2396,0
2398,0
2411,0
2435,0
2449,0
2473,0
2483,0
2498,0
2509,0
2550,0
2552,0
2561,0
2564,0
2582,0
2591,0
2594,0
2596,0
2622,0
2643,0
2678,0
2693,0
2714,0
2720,0
2722,0
2724,0
2725,0
2737,0
2746,0
2757,0
2761,0
2771,0
2780,0
2781,0
2784,0
2786,0
2790,0
2819,0
2826,0
2827,0
2832,0
2836,1
2841,1
2846,0
2858,0
2872,0
2874,0
2884,0
2895,0
2917,0
2922,0
2929,0
2931,0
2936,0
2938,0
2959,0
2965,0
2970,0
2982,0
2986,1
3002,0
3005,0
3026,0
3034,0
3036,0
3055,0
3070,0
3082,0
3101,0
3136,0
3143,0
3145,0
3166,0
3174,0
3179,0
3189,0
3194,0
3195,0
3202,0
3206,0
3209,0
3211,0
3218,0
3227,0
3278,0
3282,0
3288,0
3308,0
3320,0
3330,0
3340,0
3359,0
3361,0
3362,0
3369,0
3371,0
3391,0
3400,0
3411,1
3415,1
3469,0
3506,0
3515,0
3518,1
3523,1
3524,0
3562,0
3566,1
3580,1
3594,0
3631,0
3634,0
3651,0
3656,1
3664,0
