Index,Prediction
42,1
50,1
58,1
73,1
101,1
105,1
124,1
164,1
169,1
192,1
200,0
213,1
232,1
238,1
244,1
253,1
262,1
277,1
298,1
329,0
341,1
348,1
354,1
366,0
368,1
382,0
408,1
422,1
425,1
436,1
441,1
446,0
457,1
463,1
465,0
481,1
483,1
499,0
509,1
510,0
519,0
531,1
543,1
554,0
561,1
590,1
594,1
598,0
614,1
618,1
621,1
627,1
631,1
633,1
648,1
650,0
661,1
663,1
678,1
708,1
720,1
742,1
749,1
768,1
773,0
784,1
802,1
820,1
835,1
845,1
846,1
856,1
857,1
859,1
901,1
912,1
931,1
945,1
946,1
963,1
980,1
982,1
983,1
995,0
999,1
1006,0
1011,0
1037,1
1049,1
1073,1
1091,1
1094,1
1101,1
1103,1
1104,1
1125,1
1128,1
1134,1
1144,1
1174,1
1182,1
1191,1
1196,1
1197,1
1205,1
1226,1
1233,1
1243,0
1250,1
1254,1
1272,1
1346,0
1357,1
1377,1
1386,1
1392,1
1398,0
1400,0
1404,1
1408,0
1412,1
1413,1
1415,1
1418,1
1424,1
1425,0
1430,1
1432,1
1433,1
1445,1
1458,1
1468,1
1469,1
1484,0
1495,0
1500,0
1504,0
1508,0
1510,0
1512,0
1533,1
1537,0
1553,0
1559,0
1566,0
1567,0
1579,0
1594,0
1607,0
1611,0
1614,1
1616,0
1621,0
1627,1
1633,0
1651,0
1654,0
1672,0
1704,0
1707,0
1728,0
1729,0
1730,0
1740,0
1742,0
1765,0
1771,0
1778,0
1780,0
1781,0
1784,0
1812,0
1815,0
1830,0
1831,0
1838,0
1845,0
1847,0
1860,0
1862,0
1870,0
1872,1
1883,0
1895,0
1917,0
1922,0
1923,0
1930,0
1937,0
1942,0
1955,0
1958,0
1968,0
1974,0
2006,0
2019,0
2030,0
2038,0
2043,0
2070,0
2081,0
2105,0
2125,0
2130,0
2139,0
2141,0
2145,1
2148,0
2160,0
2172,0
2209,0
2217,0
2219,0
2224,0
2230,0
2237,0
2272,0
2288,0
2300,0
2310,0
2330,0
2343,0
2348,1
2351,0
2354,0
2371,0
2376,0
2391,0
2401,0
2408,0
2410,0
2422,0
2423,0
2426,0
2427,0
2437,0
2454,0
2457,0
2471,0
2485,0
2513,0
2515,0
2516,0
2518,0
2526,0
2532,0
2535,0
2539,0
2555,0
2556,0
2562,0
2597,0
2598,0
2601,1
2604,0
2609,0
2611,0
2612,0
2623,0
2639,0
2640,0
2650,0
2688,0
2690,0
2692,0
2717,0
2728,0
2733,0
2740,0
2755,0
2762,0
2773,0
2777,0
2796,0
2803,0
2804,0
2805,0
2831,0
2847,0
2851,0
2856,0
2868,0
2881,0
2890,0
2896,0
2900,0
2907,0
2908,0
2933,0
2941,0
2949,0
2956,0
2966,0
2967,0
3053,0
3058,0
3059,0
3067,0
3073,0
3087,0
3097,0
3102,0
3122,0
3126,0
3138,0
3152,0
3165,0
3178,0
3197,0
3214,0
3219,0
3221,0
3230,0
3233,0
3238,0
3254,0
3258,0
3264,0
3272,0
3276,0
3284,1
3293,0
3312,0
3319,0
3326,0
3332,0
3341,0
3342,0
3352,1
3355,0
3358,0
3363,0
3365,0
3367,0
3385,0
3398,0
3401,0
3412,0
3422,0
3423,0
3426,0
3428,1
3430,1
3453,0
3456,0
3463,0
3466,0
3482,0
3487,0
3511,0
3519,0
3546,0
3552,0
3555,0
3559,0
3588,0
3599,0
3602,0
3607,0
3611,0
3622,0
3628,0
3635,0
3639,0
3659,0
3661,0
3670,0
3673,0
