Index,Prediction
11,1
16,1
25,1
29,1
55,1
78,1
82,1
95,0
98,0
102,0
108,1
127,0
130,1
132,1
137,1
148,1
149,1
165,1
168,1
172,1
182,1
183,1
216,1
237,1
251,0
286,1
311,0
313,1
327,1
328,1
330,1
335,1
339,1
342,1
346,1
356,1
363,1
364,1
386,0
391,1
402,1
406,0
420,1
429,1
442,1
452,1
455,1
478,0
482,1
514,1
517,1
521,1
546,1
567,0
588,1
593,1
610,1
615,0
616,0
629,1
662,1
693,1
702,0
707,1
711,1
712,1
723,1
725,1
727,0
731,0
736,1
739,1
746,1
758,1
769,1
775,1
778,0
794,1
800,0
814,1
821,1
823,1
827,1
828,1
833,1
849,1
876,1
905,1
910,1
915,0
923,1
935,1
936,1
937,1
939,0
944,1
951,1
952,1
967,1
985,1
988,0
990,1
1003,0
1014,1
1040,1
1041,1
1047,0
1087,1
1108,1
1112,1
1113,1
1121,0
1122,1
1132,1
1183,1
1195,1
1202,0
1203,1
1204,1
1224,1
1249,1
1278,1
1280,0
1288,1
1302,1
1304,1
1305,1
1309,1
1312,1
1315,0
1319,1
1333,1
1334,0
1342,1
1348,0
1380,1
1384,1
1387,0
1388,1
1395,0
1402,0
1431,1
1450,1
1467,1
1472,1
1482,0
1509,0
1522,0
1524,1
1525,0
1562,0
1600,1
1623,0
1640,0
1646,0
1659,0
1670,0
1693,1
1701,0
1702,0
1709,0
1725,0
1751,0
1763,0
1773,0
1791,0
1793,0
1805,0
1818,0
1835,0
1846,0
1855,0
1858,1
1859,0
1866,0
1880,0
1889,1
1901,0
1915,0
1921,0
1929,1
1933,0
1935,0
1940,1
1971,0
1991,0
1998,0
2002,0
2008,0
2033,0
2036,0
2041,0
2052,0
2053,0
2055,0
2059,0
2080,0
2090,0
2107,0
2117,0
2121,0
2135,1
2137,0
2152,0
2162,0
2176,0
2189,0
2191,0
2204,0
2205,0
2210,0
2244,0
2249,0
2263,0
2264,0
2292,0
2309,1
2311,0
2316,0
2333,0
2338,0
2350,0
2361,0
2372,0
2381,0
2395,0
2404,0
2409,0
2412,0
2417,0
2419,1
2420,1
2424,0
2431,0
2438,1
2439,0
2444,0
2453,0
2463,1
2468,0
2470,0
2487,0
2514,0
2517,0
2527,0
2542,0
2546,0
2565,0
2579,0
2581,0
2583,0
2630,0
2635,0
2638,0
2646,0
2649,0
2660,0
2670,0
2673,0
2685,0
2697,0
2698,0
2700,0
2709,0
2718,0
2729,0
2742,0
2752,0
2756,0
2759,1
2760,0
2799,0
2813,0
2823,0
2828,0
2835,0
2837,0
2857,0
2859,0
2860,0
2863,0
2875,0
2893,0
2911,0
2918,0
2935,0
2950,0
2957,1
2979,0
2994,1
3009,0
3012,0
3042,0
3044,0
3047,1
3064,0
3075,1
3077,1
3081,0
3083,0
3103,0
3107,0
3108,0
3110,0
3112,1
3116,1
3124,0
3128,1
3134,1
3151,0
3157,1
3163,0
3201,0
3224,0
3225,0
3229,0
3231,0
3234,0
3236,0
3247,0
3250,0
3251,1
3252,0
3253,0
3259,0
3286,0
3291,1
3292,1
3294,1
3300,1
3324,0
3349,0
3351,0
3353,0
3368,0
3373,0
3375,1
3379,1
3383,1
3384,0
3389,1
3394,1
3395,0
3403,1
3419,0
3424,0
3439,1
3441,1
3446,0
3454,1
3478,0
3516,0
3517,0
3528,1
3536,0
3545,1
3549,1
3560,0
3563,0
3573,1
3583,0
3587,0
3605,0
3617,0
3619,0
3640,0
3642,0
3662,0
