Index,Prediction
5,1
12,1
17,1
20,1
36,1
37,1
39,1
47,1
51,1
76,1
90,1
91,1
115,1
117,1
120,1
128,1
144,1
154,1
155,1
173,1
181,1
191,1
217,1
226,1
235,1
246,1
265,1
269,1
285,1
302,1
336,1
357,1
370,1
396,1
397,1
400,1
413,1
418,1
470,1
488,1
497,1
500,1
511,1
513,1
516,0
525,0
538,1
547,1
551,1
560,0
570,1
575,1
581,1
596,1
607,1
617,1
626,1
634,1
636,1
640,0
653,1
657,1
659,1
676,1
682,1
685,1
700,0
704,1
714,1
718,1
729,1
733,1
741,1
751,1
754,1
774,0
785,1
798,1
826,1
829,1
831,1
834,1
838,1
851,1
852,1
854,1
873,1
877,1
885,1
895,1
896,1
897,1
921,1
954,1
955,1
958,1
960,1
972,1
978,0
981,1
992,1
993,1
997,1
1009,1
1013,1
1016,1
1046,1
1061,1
1063,1
1066,1
1067,1
1070,1
1078,1
1082,1
1093,1
1116,1
1120,1
1123,0
1127,1
1140,1
1142,1
1149,1
1151,1
1156,1
1157,1
1159,1
1167,1
1168,1
1192,1
1198,1
1206,1
1210,1
1213,1
1218,1
1219,1
1220,1
1228,1
1244,1
1297,1
1301,1
1313,1
1325,0
1347,1
1349,0
1366,1
1385,1
1389,1
1410,1
1416,1
1417,1
1441,1
1471,1
1493,0
1505,0
1517,0
1520,0
1528,0
1541,0
1543,0
1549,0
1569,1
1572,1
1596,0
1626,0
1631,0
1636,0
1650,0
1665,0
1677,0
1680,0
1681,0
1684,0
1687,0
1688,0
1694,0
1706,0
1716,0
1759,0
1774,0
1782,0
1783,0
1786,0
1800,0
1811,0
1817,0
1822,0
1824,1
1828,0
1842,0
1857,0
1891,0
1893,0
1904,0
1907,0
1932,0
1959,0
1975,0
1983,0
2007,0
2066,0
2071,0
2075,0
2077,0
2083,0
2086,0
2110,1
2142,0
2144,0
2157,0
2198,0
2206,0
2208,0
2218,0
2225,0
2240,0
2266,0
2278,1
2306,0
2312,0
2327,0
2332,0
2353,0
2362,0
2369,0
2387,0
2389,1
2428,0
2445,0
2446,0
2456,0
2480,0
2486,0
2492,0
2493,0
2503,0
2505,0
2519,0
2522,0
2524,0
2525,0
2538,0
2540,0
2545,0
2547,0
2560,0
2566,0
2570,0
2617,0
2618,0
2636,1
2653,0
2682,0
2702,0
2704,0
2706,0
2711,0
2734,0
2736,0
2738,0
2739,0
2745,0
2775,0
2783,0
2787,0
2798,0
2807,0
2809,0
2810,0
2817,0
2838,1
2839,0
2840,0
2850,0
2871,0
2876,0
2897,0
2902,0
2909,0
2915,0
2924,0
2927,0
2939,0
2951,0
2960,1
2961,1
2968,0
2976,0
2983,0
2984,0
2996,0
3010,0
3018,0
3023,0
3024,0
3029,0
3041,0
3051,0
3052,0
3056,0
3060,0
3068,0
3072,0
3079,0
3088,0
3089,0
3111,0
3114,0
3119,0
3121,0
3125,0
3127,0
3130,0
3147,0
3149,0
3150,0
3161,0
3162,0
3176,0
3205,1
3244,0
3274,0
3283,0
3296,0
3311,1
3318,0
3323,0
3334,0
3347,0
3348,0
3354,0
3387,0
3404,0
3405,0
3408,0
3413,1
3432,0
3434,1
3436,1
3438,0
3440,1
3444,0
3455,0
3457,0
3470,0
3484,0
3498,0
3512,0
3521,0
3525,0
3527,0
3533,0
3567,0
3577,0
3579,0
3589,1
3590,0
3591,0
3601,1
3606,1
3620,0
3630,0
3646,0
3649,0
3650,0
3653,0
3669,0
3678,0
3679,0
